president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Donald Trump,All polls,1/17/2020,42.33786,46.987362,37.688358,52.985788,56.704978,49.266599,17/01/2020 11:14
Donald Trump,Voters,1/16/2020,43.60321,47.931353,39.275066,52.372832,56.211309,48.534355,16/01/2020 16:47
Donald Trump,Adults,1/16/2020,40.850083,44.18826,37.511907,53.846841,57.775522,49.91816,16/01/2020 16:45
Donald Trump,All polls,1/16/2020,42.42082,47.07785,37.76379,52.866008,56.703979,49.028037,16/01/2020 16:45
Donald Trump,Voters,1/15/2020,43.199324,47.387286,39.011363,52.646051,56.29244,48.999662,15/01/2020 15:01
Donald Trump,Adults,1/15/2020,40.882533,44.222556,37.54251,53.823655,57.747756,49.899554,15/01/2020 14:59
Donald Trump,All polls,1/15/2020,42.15023,46.636292,37.664168,53.026897,56.727257,49.326536,15/01/2020 14:59
Donald Trump,Voters,1/14/2020,43.465981,47.800282,39.131681,52.381235,56.184479,48.57799,14/01/2020 12:16
Donald Trump,Adults,1/14/2020,41.013822,44.480936,37.546708,53.657616,57.557885,49.757346,14/01/2020 12:14
Donald Trump,All polls,1/14/2020,42.304678,46.843252,37.766104,52.792534,56.376478,49.208589,14/01/2020 12:14
Donald Trump,Adults,1/13/2020,41.034345,44.479735,37.588955,53.614264,57.513643,49.714885,13/01/2020 16:56
Donald Trump,Voters,1/13/2020,43.423036,47.635135,39.210938,52.363178,56.150609,48.575746,13/01/2020 16:57
Donald Trump,All polls,1/13/2020,42.296096,46.689285,37.902907,52.761621,56.336262,49.18698,13/01/2020 16:55
Donald Trump,Voters,01/12/2020,42.874007,47.361895,38.386119,53.024374,56.953135,49.095613,13/01/2020 10:16
Donald Trump,All polls,01/12/2020,41.788103,46.78655,36.789656,53.453778,57.398717,49.508839,13/01/2020 10:09
Donald Trump,Adults,01/12/2020,40.571997,43.919151,37.224843,54.203202,58.291716,50.114688,13/01/2020 10:12
Donald Trump,Adults,01/11/2020,40.571997,43.919162,37.224833,54.203202,58.291722,50.114682,13/01/2020 10:13
Donald Trump,All polls,01/11/2020,41.788103,46.786543,36.789663,53.453778,57.398714,49.508842,13/01/2020 10:11
Donald Trump,Voters,01/11/2020,42.874007,47.361895,38.386118,53.024374,56.953136,49.095612,13/01/2020 10:17
Donald Trump,Adults,01/10/2020,40.571997,43.919169,37.224826,54.203202,58.291738,50.114666,10/01/2020 20:24
Donald Trump,Voters,01/10/2020,42.874007,47.361895,38.386118,53.024374,56.953136,49.095612,10/01/2020 20:25
Donald Trump,All polls,01/10/2020,41.788103,46.786543,36.789663,53.453778,57.398713,49.508842,10/01/2020 20:23
Donald Trump,Adults,01/09/2020,40.669623,44.084196,37.255049,54.091122,58.136734,50.045511,09/01/2020 19:33
Donald Trump,Voters,01/09/2020,42.830361,47.308695,38.352027,53.062583,56.994551,49.130615,09/01/2020 19:34
Donald Trump,All polls,01/09/2020,41.876866,46.849344,36.904388,53.3936,57.32164,49.46556,09/01/2020 19:32
Donald Trump,Voters,01/08/2020,42.731808,47.11577,38.347845,53.184104,57.051947,49.316261,08/01/2020 18:45
Donald Trump,Adults,01/08/2020,40.718772,44.102019,37.335526,54.024778,58.074879,49.974676,08/01/2020 18:43
Donald Trump,All polls,01/08/2020,41.864635,46.660242,37.069029,53.403808,57.300589,49.507027,08/01/2020 18:43
Donald Trump,Voters,01/07/2020,42.948346,47.648753,38.247939,53.066605,57.257004,48.876206,07/01/2020 22:52
Donald Trump,Adults,01/07/2020,40.752624,44.107259,37.39799,53.972635,58.037753,49.907517,07/01/2020 22:50
Donald Trump,All polls,01/07/2020,41.986182,46.915423,37.056942,53.26422,57.274343,49.254096,07/01/2020 22:50
Donald Trump,Adults,01/06/2020,41.166023,44.918482,37.413565,53.827337,58.361175,49.293499,06/01/2020 15:23
Donald Trump,Voters,01/06/2020,43.461466,48.138875,38.784058,52.580852,56.72955,48.432154,06/01/2020 15:25
Donald Trump,All polls,01/06/2020,42.426095,47.521447,37.330744,53.031727,57.113506,48.949948,06/01/2020 15:23
Donald Trump,All polls,01/05/2020,42.495557,47.506826,37.484289,52.961453,57.101964,48.820942,06/01/2020 09:34
Donald Trump,Voters,01/05/2020,43.630267,48.349141,38.911393,52.48222,56.668791,48.295649,06/01/2020 09:40
Donald Trump,Adults,01/05/2020,41.151553,44.814254,37.488853,53.735925,58.165356,49.306495,06/01/2020 09:37
Donald Trump,Voters,01/04/2020,43.630267,48.349141,38.911393,52.48222,56.668791,48.295649,06/01/2020 09:42
Donald Trump,All polls,01/04/2020,42.495557,47.50682,37.484294,52.961453,57.101962,48.820944,06/01/2020 09:36
Donald Trump,Adults,01/04/2020,41.151553,44.814265,37.488842,53.735925,58.165374,49.306477,06/01/2020 09:38
Donald Trump,Voters,01/03/2020,43.630267,48.349141,38.911393,52.48222,56.668791,48.295649,03/01/2020 18:35
Donald Trump,Adults,01/03/2020,41.151553,44.814267,37.488839,53.735925,58.165365,49.306486,03/01/2020 18:33
Donald Trump,All polls,01/03/2020,42.495557,47.506826,37.484288,52.961453,57.101965,48.82094,03/01/2020 18:33
Donald Trump,Adults,01/02/2020,41.143823,44.814702,37.472944,53.753895,58.227752,49.280038,02/01/2020 18:08
Donald Trump,Voters,01/02/2020,43.439696,48.040604,38.838789,52.745274,57.066505,48.424044,02/01/2020 18:10
Donald Trump,All polls,01/02/2020,42.41009,47.189558,37.630621,53.082239,57.357163,48.807316,02/01/2020 18:08
Donald Trump,Adults,01/01/2020,41.501866,45.277015,37.726716,53.287316,57.733896,48.840735,01/01/2020 09:13
Donald Trump,Voters,01/01/2020,43.439696,48.040604,38.838789,52.745274,57.066505,48.424044,01/01/2020 09:15
Donald Trump,All polls,01/01/2020,42.612555,47.404051,37.821059,52.87366,57.09332,48.654001,01/01/2020 09:13
Donald Trump,Voters,12/31/2019,43.433428,48.04205,38.824805,52.754957,57.078497,48.431417,31/12/2019 14:42
Donald Trump,Adults,12/31/2019,41.502059,45.273203,37.730915,53.331658,57.70643,48.956886,31/12/2019 14:39
Donald Trump,All polls,12/31/2019,42.616134,47.381963,37.850304,52.896474,57.074958,48.717989,31/12/2019 14:39
Donald Trump,Voters,12/30/2019,43.295235,47.819538,38.770932,52.850635,57.131797,48.569473,30/12/2019 18:04
Donald Trump,Adults,12/30/2019,41.532126,45.269698,37.794554,53.309184,57.670962,48.947405,30/12/2019 18:02
Donald Trump,All polls,12/30/2019,42.551511,47.166724,37.936298,52.971721,57.141175,48.802266,30/12/2019 18:02
Donald Trump,All polls,12/29/2019,42.605096,47.16311,38.047082,52.886218,57.083844,48.688591,29/12/2019 09:31
Donald Trump,Voters,12/29/2019,43.334989,47.897653,38.772326,52.791836,57.103425,48.480246,29/12/2019 09:36
Donald Trump,Adults,12/29/2019,41.529158,45.147269,37.911048,53.254199,57.551803,48.956594,29/12/2019 09:33
Donald Trump,All polls,12/28/2019,42.601538,47.101861,38.101216,52.88863,57.063705,48.713554,29/12/2019 09:33
Donald Trump,Adults,12/28/2019,41.529158,45.147277,37.911039,53.254199,57.55182,48.956578,29/12/2019 09:34
Donald Trump,Voters,12/28/2019,43.342017,47.854518,38.829516,52.785872,57.065397,48.506348,29/12/2019 09:37
Donald Trump,Adults,12/27/2019,41.529158,45.147274,37.911042,53.254199,57.55179,48.956607,27/12/2019 09:36
Donald Trump,Voters,12/27/2019,43.342017,47.854517,38.829516,52.785872,57.065396,48.506348,27/12/2019 09:38
Donald Trump,All polls,12/27/2019,42.601538,47.101875,38.101202,52.88863,57.063705,48.713554,27/12/2019 09:36
Donald Trump,Voters,12/26/2019,43.464971,47.961639,38.968303,52.704941,56.975836,48.434046,26/12/2019 14:56
Donald Trump,Adults,12/26/2019,41.529158,45.147266,37.91105,53.254199,57.551796,48.956601,26/12/2019 14:54
Donald Trump,All polls,12/26/2019,42.704489,47.182592,38.226386,52.805548,56.970334,48.640762,26/12/2019 14:54
Donald Trump,Voters,12/25/2019,43.460102,47.957246,38.962958,52.69767,56.969066,48.426273,25/12/2019 09:19
Donald Trump,Adults,12/25/2019,41.529158,45.14725,37.911067,53.254199,57.551797,48.9566,25/12/2019 09:17
Donald Trump,All polls,12/25/2019,42.698724,47.176929,38.22052,52.80125,56.966324,48.636176,25/12/2019 09:17
Donald Trump,Voters,12/24/2019,43.505776,47.963251,39.048302,52.677392,56.902712,48.452071,24/12/2019 09:49
Donald Trump,Adults,12/24/2019,41.562748,45.123825,38.001672,53.21824,57.48969,48.946791,24/12/2019 09:47
Donald Trump,All polls,12/24/2019,42.733485,47.167839,38.299131,52.769061,56.903263,48.634858,24/12/2019 09:47
Donald Trump,Adults,12/23/2019,41.562748,45.123815,38.001681,53.21824,57.489659,48.946821,23/12/2019 17:07
Donald Trump,Voters,12/23/2019,43.481986,47.93681,39.027163,52.719654,56.954655,48.484653,23/12/2019 17:09
Donald Trump,All polls,12/23/2019,42.73027,47.156413,38.304127,52.782378,56.924512,48.640244,23/12/2019 17:07
Donald Trump,Voters,12/22/2019,44.393803,48.566746,40.220861,51.817597,55.921771,47.713423,23/12/2019 09:33
Donald Trump,All polls,12/22/2019,43.284416,47.568704,39.000129,52.157102,56.269732,48.044472,23/12/2019 09:27
Donald Trump,Adults,12/22/2019,42.154385,45.541417,38.767353,52.533356,56.598871,48.467841,23/12/2019 09:30
Donald Trump,Adults,12/21/2019,42.154385,45.541417,38.767353,52.533356,56.598874,48.467838,23/12/2019 09:31
Donald Trump,All polls,12/21/2019,43.284416,47.568706,39.000127,52.157102,56.269732,48.044472,23/12/2019 09:29
Donald Trump,Voters,12/21/2019,44.393803,48.566746,40.220861,51.817597,55.921771,47.713423,23/12/2019 09:34
Donald Trump,Voters,12/20/2019,44.393803,48.566746,40.220861,51.817597,55.921771,47.713423,20/12/2019 17:19
Donald Trump,Adults,12/20/2019,42.154385,45.541428,38.767342,52.533356,56.598892,48.46782,20/12/2019 17:17
Donald Trump,All polls,12/20/2019,43.284416,47.568703,39.00013,52.157102,56.269728,48.044476,20/12/2019 17:17
Donald Trump,Voters,12/19/2019,44.591513,48.629105,40.553921,51.638629,55.619381,47.657876,19/12/2019 17:57
Donald Trump,Adults,12/19/2019,42.171758,45.545944,38.797572,52.462082,56.03876,48.885404,19/12/2019 17:55
Donald Trump,All polls,12/19/2019,43.354236,47.538308,39.170164,52.05592,55.836675,48.275165,19/12/2019 17:55
Donald Trump,Adults,12/18/2019,42.167197,45.556504,38.77789,52.623452,56.224082,49.022821,18/12/2019 18:16
Donald Trump,Voters,12/18/2019,44.589122,48.608515,40.56973,51.686727,55.664775,47.70868,18/12/2019 18:18
Donald Trump,All polls,12/18/2019,43.370585,47.535578,39.205591,52.179216,55.964561,48.393871,18/12/2019 18:16
Donald Trump,Adults,12/17/2019,42.30916,45.59632,39.022,52.799462,56.392378,49.206546,17/12/2019 21:15
Donald Trump,Voters,12/17/2019,44.845494,48.933147,40.757841,51.48896,55.558779,47.419141,17/12/2019 21:17
Donald Trump,All polls,12/17/2019,43.784341,47.987556,39.581127,52.040942,55.874576,48.207308,17/12/2019 21:15
Donald Trump,Voters,12/16/2019,44.436099,48.558,40.314197,51.862087,55.75221,47.971964,16/12/2019 20:18
Donald Trump,Adults,12/16/2019,41.621896,44.880913,38.362879,53.228121,56.973926,49.482317,16/12/2019 20:16
Donald Trump,All polls,12/16/2019,43.197325,47.478554,38.916097,52.495921,56.242683,48.749158,16/12/2019 20:16
Donald Trump,Adults,12/15/2019,40.528909,44.119664,36.938154,53.867039,58.286765,49.447314,15/12/2019 18:00
Donald Trump,Voters,12/15/2019,44.128887,48.706231,39.551544,52.228644,56.519319,47.937969,15/12/2019 18:02
Donald Trump,All polls,12/15/2019,42.720797,47.519533,37.922062,52.909852,57.053466,48.766239,15/12/2019 18:00
Donald Trump,Voters,12/14/2019,43.054161,47.725792,38.382531,52.653766,57.154806,48.152726,14/12/2019 16:43
Donald Trump,Adults,12/14/2019,40.528909,44.119652,36.938165,53.867039,58.28677,49.447309,14/12/2019 16:41
Donald Trump,All polls,12/14/2019,41.848343,46.634225,37.062461,53.240319,57.58471,48.895928,14/12/2019 16:41
Donald Trump,Adults,12/13/2019,40.54998,44.112545,36.987415,53.836946,58.258156,49.415737,13/12/2019 11:52
Donald Trump,Voters,12/13/2019,43.093035,47.757751,38.42832,52.650159,57.141469,48.158849,13/12/2019 11:53
Donald Trump,All polls,12/13/2019,41.869479,46.63166,37.107297,53.209045,57.546156,48.871933,13/12/2019 11:52
Donald Trump,Adults,12/12/2019,40.544206,44.092754,36.995658,53.83368,58.241487,49.425872,12/12/2019 13:13
Donald Trump,Voters,12/12/2019,43.089496,47.763311,38.415681,52.636876,57.104154,48.169598,12/12/2019 13:14
Donald Trump,All polls,12/12/2019,41.856325,46.639799,37.072851,53.229744,57.502377,48.957112,12/12/2019 13:13
Donald Trump,Voters,12/11/2019,43.134108,48.002838,38.265378,52.424121,57.067426,47.780816,11/12/2019 18:14
Donald Trump,Adults,12/11/2019,40.542021,44.074496,37.009546,53.856836,58.236429,49.477244,11/12/2019 18:12
Donald Trump,All polls,12/11/2019,41.848714,46.813619,36.883809,53.16214,57.568493,48.755786,11/12/2019 18:12
Donald Trump,Voters,12/10/2019,43.40313,48.411684,38.394577,52.392756,56.748368,48.037145,10/12/2019 16:10
Donald Trump,Adults,12/10/2019,40.009531,43.634503,36.38456,54.732548,59.137219,50.327876,10/12/2019 16:09
Donald Trump,All polls,12/10/2019,41.683886,46.850083,36.51769,53.550838,57.91968,49.181995,10/12/2019 16:09
Donald Trump,Voters,12/09/2019,43.288615,48.633291,37.943939,52.288382,57.060486,47.516278,09/12/2019 18:30
Donald Trump,Adults,12/09/2019,39.972315,43.661619,36.283012,54.69142,59.156244,50.226595,09/12/2019 18:29
Donald Trump,All polls,12/09/2019,41.601551,47.207388,35.995713,53.474377,58.182241,48.766513,09/12/2019 18:29
Donald Trump,Voters,12/08/2019,43.098758,48.471378,37.726138,52.473208,57.400396,47.546019,09/12/2019 09:41
Donald Trump,All polls,12/08/2019,41.63626,47.108708,36.163811,53.398291,58.172576,48.624007,09/12/2019 09:34
Donald Trump,Adults,12/08/2019,40.060856,43.656417,36.465294,54.59712,58.985392,50.208847,09/12/2019 09:38
Donald Trump,Adults,12/07/2019,40.060856,43.656408,36.465304,54.59712,58.985391,50.208848,09/12/2019 09:39
Donald Trump,Voters,12/07/2019,43.098758,48.471378,37.726138,52.473208,57.400396,47.546019,09/12/2019 09:42
Donald Trump,All polls,12/07/2019,41.63626,47.108709,36.163811,53.398291,58.172576,48.624007,09/12/2019 09:36
Donald Trump,Voters,12/06/2019,43.098758,48.471378,37.726138,52.473208,57.400396,47.546019,06/12/2019 16:50
Donald Trump,Adults,12/06/2019,40.060856,43.656412,36.465299,54.59712,58.98539,50.208849,06/12/2019 16:48
Donald Trump,All polls,12/06/2019,41.63626,47.108705,36.163814,53.398291,58.172574,48.624008,06/12/2019 16:48
Donald Trump,Adults,12/05/2019,40.074008,43.665755,36.482261,54.565128,58.95632,50.173936,05/12/2019 15:42
Donald Trump,Voters,12/05/2019,43.126379,48.450772,37.801986,52.4413,57.348146,47.534453,05/12/2019 15:44
Donald Trump,All polls,12/05/2019,41.634298,47.059569,36.209027,53.385738,58.200026,48.57145,05/12/2019 15:42
Donald Trump,Voters,12/04/2019,42.877311,47.830291,37.924331,52.700177,57.36151,48.038844,04/12/2019 19:04
Donald Trump,Adults,12/04/2019,40.192389,43.826864,36.557915,54.496548,58.97274,50.020356,04/12/2019 19:03
Donald Trump,All polls,12/04/2019,41.612091,46.630523,36.593659,53.460798,58.097221,48.824375,04/12/2019 19:03
Donald Trump,Adults,12/03/2019,40.244571,43.905849,36.583293,54.627215,59.147913,50.106517,03/12/2019 14:21
Donald Trump,Voters,12/03/2019,42.754576,47.670961,37.838191,52.896839,57.697295,48.096383,03/12/2019 14:22
Donald Trump,All polls,12/03/2019,41.630844,46.467971,36.793718,53.524351,58.195152,48.85355,03/12/2019 14:20
Donald Trump,Adults,12/02/2019,40.295641,44.016737,36.574546,54.503279,59.149017,49.857541,02/12/2019 21:08
Donald Trump,Voters,12/02/2019,42.606101,47.385559,37.826644,53.144127,57.860474,48.42778,02/12/2019 21:09
Donald Trump,All polls,12/02/2019,41.595865,46.318267,36.873464,53.591251,58.259745,48.922756,02/12/2019 21:07
Donald Trump,All polls,12/01/2019,41.742442,46.369936,37.114949,53.48032,58.234861,48.725779,01/12/2019 21:34
Donald Trump,Voters,12/01/2019,42.688961,47.514682,37.86324,52.948363,57.810334,48.086392,01/12/2019 21:39
Donald Trump,Adults,12/01/2019,40.400857,44.065855,36.735859,54.428965,59.020361,49.837569,01/12/2019 21:37
Donald Trump,All polls,11/30/2019,41.742442,46.36993,37.114954,53.48032,58.234862,48.725779,01/12/2019 21:36
Donald Trump,Adults,11/30/2019,40.400857,44.065879,36.735835,54.428965,59.020371,49.837559,01/12/2019 21:38
Donald Trump,Voters,11/30/2019,42.688961,47.514682,37.86324,52.948363,57.810334,48.086392,01/12/2019 21:40
Donald Trump,Voters,11/29/2019,42.68882,47.514173,37.863467,52.948572,57.810203,48.086941,29/11/2019 09:05
Donald Trump,All polls,11/29/2019,41.742605,46.369902,37.115308,53.480487,58.234718,48.726256,29/11/2019 09:01
Donald Trump,Adults,11/29/2019,40.401472,44.066515,36.736428,54.428485,59.019563,49.837406,29/11/2019 09:03
Donald Trump,Adults,11/28/2019,40.408849,44.003045,36.814653,54.595,59.234658,49.955343,29/11/2019 09:04
Donald Trump,All polls,11/28/2019,41.7553,46.419566,37.091034,53.579175,58.385642,48.772707,29/11/2019 09:02
Donald Trump,Voters,11/28/2019,42.68882,47.514173,37.863467,52.948572,57.810203,48.086941,29/11/2019 09:06
Donald Trump,Voters,11/27/2019,42.68882,47.514173,37.863467,52.948572,57.810203,48.086941,27/11/2019 18:39
Donald Trump,Adults,11/27/2019,40.408849,44.003059,36.814639,54.595,59.234663,49.955337,27/11/2019 18:38
Donald Trump,All polls,11/27/2019,41.7553,46.419577,37.091023,53.579175,58.385646,48.772703,27/11/2019 18:37
Donald Trump,Adults,11/26/2019,40.416361,44.077293,36.755429,54.693738,59.421015,49.96646,26/11/2019 15:13
Donald Trump,Voters,11/26/2019,42.613189,47.536734,37.689643,53.079696,58.04863,48.110762,26/11/2019 15:14
Donald Trump,All polls,11/26/2019,41.740203,46.466913,37.013493,53.628032,58.496205,48.759859,26/11/2019 15:12
Donald Trump,Voters,11/25/2019,42.79208,48.116551,37.467609,53.320564,59.005539,47.635588,25/11/2019 15:32
Donald Trump,Adults,11/25/2019,40.214607,44.033441,36.395773,54.758157,59.85175,49.664565,25/11/2019 15:31
Donald Trump,All polls,11/25/2019,41.725397,46.823871,36.626923,53.741902,59.156922,48.326883,25/11/2019 15:30
Donald Trump,Voters,11/24/2019,43.032958,48.369853,37.696062,53.099428,58.765863,47.432993,25/11/2019 09:47
Donald Trump,All polls,11/24/2019,41.891828,47.006722,36.776935,53.566859,58.954461,48.179257,25/11/2019 09:40
Donald Trump,Adults,11/24/2019,40.22211,44.019033,36.425187,54.750549,59.798868,49.702231,25/11/2019 09:44
Donald Trump,Adults,11/23/2019,40.22211,44.019019,36.425202,54.750549,59.798881,49.702217,25/11/2019 09:45
Donald Trump,All polls,11/23/2019,41.891828,47.006728,36.776929,53.566859,58.954463,48.179255,25/11/2019 09:42
Donald Trump,Voters,11/23/2019,43.032958,48.369853,37.696062,53.099428,58.765863,47.432993,25/11/2019 09:48
Donald Trump,Adults,11/22/2019,40.22211,44.019022,36.425199,54.750549,59.798872,49.702227,22/11/2019 20:44
Donald Trump,Voters,11/22/2019,43.032958,48.369853,37.696062,53.099428,58.765863,47.432993,22/11/2019 20:45
Donald Trump,All polls,11/22/2019,41.891828,47.006716,36.776941,53.566859,58.95446,48.179259,22/11/2019 20:43
Donald Trump,Adults,11/21/2019,40.083582,43.792726,36.374437,54.852014,59.828719,49.875308,21/11/2019 12:26
Donald Trump,Voters,11/21/2019,43.036843,48.331229,37.742458,53.14239,58.763529,47.521252,21/11/2019 12:27
Donald Trump,All polls,11/21/2019,41.876382,46.955942,36.796822,53.617834,58.964318,48.271349,21/11/2019 12:25
Donald Trump,Voters,11/20/2019,42.566135,47.009043,38.123227,53.521917,57.789283,49.254551,20/11/2019 15:34
Donald Trump,Adults,11/20/2019,40.502583,43.92332,37.081847,54.266835,58.70982,49.823849,20/11/2019 15:33
Donald Trump,All polls,11/20/2019,41.351546,45.838543,36.86455,53.939759,58.274364,49.605153,20/11/2019 15:32
Donald Trump,Adults,11/19/2019,40.568658,44.100137,37.037179,54.062424,58.518171,49.606676,19/11/2019 13:45
Donald Trump,Voters,11/19/2019,42.631384,47.091806,38.170962,53.590235,57.972629,49.207841,19/11/2019 13:46
Donald Trump,All polls,11/19/2019,41.285518,45.848329,36.722706,53.955721,58.321405,49.590038,19/11/2019 13:44
Donald Trump,Voters,11/18/2019,42.14946,47.030645,37.268275,54.154347,58.680584,49.62811,18/11/2019 23:43
Donald Trump,Adults,11/18/2019,40.436648,44.211863,36.661432,54.631685,59.282259,49.981111,18/11/2019 23:41
Donald Trump,All polls,11/18/2019,41.218683,46.15515,36.282216,54.352335,58.924605,49.780064,18/11/2019 23:40
Donald Trump,Adults,11/17/2019,40.384323,44.1302,36.638447,54.633742,59.257265,50.010218,18/11/2019 09:40
Donald Trump,Voters,11/17/2019,42.166843,46.979818,37.353868,54.192609,58.765913,49.619304,18/11/2019 09:43
Donald Trump,All polls,11/17/2019,41.196125,46.040041,36.352209,54.34702,58.917522,49.776518,18/11/2019 09:36
Donald Trump,Adults,11/16/2019,40.384323,44.130191,36.638455,54.633742,59.257267,50.010216,18/11/2019 09:40
Donald Trump,All polls,11/16/2019,41.196125,46.040047,36.352203,54.34702,58.917526,49.776514,18/11/2019 09:38
Donald Trump,Voters,11/16/2019,42.166843,46.979818,37.353868,54.192609,58.765913,49.619304,18/11/2019 09:44
Donald Trump,Voters,11/15/2019,42.166843,46.979818,37.353868,54.192609,58.765913,49.619304,15/11/2019 19:38
Donald Trump,Adults,11/15/2019,40.384323,44.130211,36.638436,54.633742,59.257257,50.010227,15/11/2019 19:37
Donald Trump,All polls,11/15/2019,41.196125,46.040041,36.35221,54.34702,58.917522,49.776518,15/11/2019 19:36
Donald Trump,Voters,11/14/2019,42.158859,46.822656,37.495063,54.268196,58.685427,49.850965,14/11/2019 12:08
Donald Trump,Adults,11/14/2019,40.273318,44.053552,36.493084,54.84848,59.547635,50.149325,14/11/2019 12:07
Donald Trump,All polls,11/14/2019,41.151785,45.920199,36.383371,54.537974,59.046552,50.029395,14/11/2019 12:07
Donald Trump,Voters,11/13/2019,41.921124,46.407684,37.434564,54.464671,58.806871,50.122472,13/11/2019 18:31
Donald Trump,Adults,11/13/2019,40.31404,44.070311,36.55777,54.812785,59.463219,50.162351,13/11/2019 18:30
Donald Trump,All polls,11/13/2019,40.950028,45.467056,36.433,54.668237,59.114547,50.221926,13/11/2019 18:29
Donald Trump,Voters,11/12/2019,42.00399,46.448391,37.559588,54.314966,58.636003,49.993929,12/11/2019 23:36
Donald Trump,Adults,11/12/2019,40.720077,44.470245,36.969909,54.501473,58.941247,50.061698,12/11/2019 23:34
Donald Trump,All polls,11/12/2019,41.10089,45.487915,36.713865,54.551996,58.875828,50.228165,12/11/2019 23:33
Donald Trump,Adults,11/11/2019,40.888467,44.708,37.068935,54.354874,58.893496,49.816252,11/11/2019 13:38
Donald Trump,Voters,11/11/2019,42.422535,46.998677,37.846392,53.942433,58.351125,49.533742,11/11/2019 13:39
Donald Trump,All polls,11/11/2019,41.388833,46.004746,36.77292,54.253333,58.650904,49.855761,11/11/2019 13:37
Donald Trump,Voters,11/10/2019,42.345681,46.897453,37.793909,54.145162,58.678856,49.611468,10/11/2019 18:59
Donald Trump,All polls,11/10/2019,41.38862,45.879349,36.897892,54.3277,58.81803,49.837371,10/11/2019 18:54
Donald Trump,Adults,11/10/2019,40.888467,44.708008,37.068927,54.354874,58.893497,49.816251,10/11/2019 18:57
Donald Trump,Adults,11/09/2019,40.888462,44.700272,37.076652,54.356111,58.912224,49.799999,10/11/2019 18:58
Donald Trump,All polls,11/09/2019,41.388511,45.880052,36.89697,54.328028,58.819578,49.836478,10/11/2019 18:56
Donald Trump,Voters,11/09/2019,42.345681,46.897453,37.793909,54.145162,58.678856,49.611468,10/11/2019 19:00
Donald Trump,Adults,11/08/2019,40.888462,44.700271,37.076653,54.356111,58.912241,49.799982,08/11/2019 09:34
Donald Trump,Voters,11/08/2019,42.345681,46.897453,37.793909,54.145162,58.678856,49.611468,08/11/2019 09:35
Donald Trump,All polls,11/08/2019,41.388511,45.880058,36.896963,54.328028,58.81958,49.836476,08/11/2019 09:33
Donald Trump,Adults,11/07/2019,40.888462,44.700273,37.07665,54.356111,58.912226,49.799996,07/11/2019 17:33
Donald Trump,Voters,11/07/2019,42.334364,46.886938,37.781789,54.182498,58.736615,49.62838,07/11/2019 17:34
Donald Trump,All polls,11/07/2019,41.391076,45.867397,36.914754,54.340388,58.850131,49.830646,07/11/2019 17:32
Donald Trump,Voters,11/06/2019,42.047135,46.318665,37.775605,54.46759,58.869932,50.065247,06/11/2019 18:34
Donald Trump,Adults,11/06/2019,40.871114,44.644968,37.09726,54.348906,58.849443,49.848369,06/11/2019 18:33
Donald Trump,All polls,11/06/2019,41.213352,45.414653,37.012051,54.488926,58.866315,50.111537,06/11/2019 18:32
Donald Trump,Voters,11/05/2019,42.290878,46.564559,38.017197,54.640157,59.112347,50.167967,05/11/2019 23:40
Donald Trump,Adults,11/05/2019,41.023874,44.877656,37.170091,54.517453,59.094943,49.939964,05/11/2019 23:39
Donald Trump,All polls,11/05/2019,41.319083,45.539772,37.098394,54.696902,59.128992,50.264812,05/11/2019 23:38
Donald Trump,Adults,11/04/2019,40.567277,44.350816,36.783739,54.803274,59.214086,50.392461,04/11/2019 09:32
Donald Trump,Voters,11/04/2019,41.520588,45.686412,37.354765,55.167543,59.522297,50.812789,04/11/2019 09:33
Donald Trump,All polls,11/04/2019,41.068552,45.300204,36.836901,54.972391,59.261278,50.683504,04/11/2019 09:31
Donald Trump,Voters,11/03/2019,41.616795,45.812364,37.421226,55.111016,59.490874,50.731158,03/11/2019 09:21
Donald Trump,Adults,11/03/2019,40.567277,44.350791,36.783763,54.803274,59.214069,50.392478,03/11/2019 09:20
Donald Trump,All polls,11/03/2019,41.150049,45.403829,36.896268,54.916457,59.221571,50.611344,03/11/2019 09:19
Donald Trump,Adults,11/02/2019,39.958988,43.310719,36.607256,54.789802,59.313839,50.265765,02/11/2019 09:43
Donald Trump,Voters,11/02/2019,41.770568,46.103453,37.437683,54.58411,59.03724,50.130979,02/11/2019 09:44
Donald Trump,All polls,11/02/2019,40.909749,45.247304,36.572193,54.450436,58.864758,50.036115,02/11/2019 09:42
Donald Trump,Voters,11/01/2019,41.761986,46.089869,37.434102,54.598524,59.037402,50.159646,01/11/2019 17:00
Donald Trump,Adults,11/01/2019,39.9269,43.275037,36.578763,54.824583,59.307879,50.341287,01/11/2019 16:59
Donald Trump,All polls,11/01/2019,40.880157,45.213012,36.547303,54.47536,58.859539,50.091181,01/11/2019 16:58
Donald Trump,Adults,10/31/2019,40.149657,43.466626,36.832688,54.360924,58.825605,49.896243,31/10/2019 17:19
Donald Trump,Voters,10/31/2019,42.026711,46.199541,37.853881,54.03678,58.335322,49.738238,31/10/2019 17:20
Donald Trump,All polls,10/31/2019,41.125309,45.366684,36.883933,54.114358,58.480919,49.747797,31/10/2019 17:18
Donald Trump,Adults,10/30/2019,39.781164,43.10001,36.462317,54.711444,59.267955,50.154932,30/10/2019 16:27
