Admit,Gender,Dept
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Admitted,Female,B
Rejected,Female,B
Rejected,Female,B
Rejected,Female,B
Rejected,Female,B
Rejected,Female,B
Rejected,Female,B
Rejected,Female,B
Rejected,Female,B
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Admitted,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Rejected,Female,C
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Admitted,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
