ID,Price,neighbourhood,accommodates,Number of bathrooms,Number of Bedrooms,n beds,Review Scores Rating,Number of reviews,listing_url
13279143,65,Cannonmills,2,1,1,1,99,47,https://www.airbnb.com/rooms/13279143
13279859,65,NA,2,1.5,1,2,100,3,https://www.airbnb.com/rooms/13279859
13279931,115,NA,4,1,2,2,96,33,https://www.airbnb.com/rooms/13279931
13280603,47,Marchmont,2,1,1,2,99,164,https://www.airbnb.com/rooms/13280603
13288666,30,Leith,1,1,1,1,98,45,https://www.airbnb.com/rooms/13288666
13289929,55,West End,1,2,1,1,95,13,https://www.airbnb.com/rooms/13289929
13290059,29,Stockbridge,2,1,1,1,96,79,https://www.airbnb.com/rooms/13290059
13290528,170,Marchmont,6,1,3,3,NA,0,https://www.airbnb.com/rooms/13290528
13290972,70,Haymarket,2,1,0,2,NA,1,https://www.airbnb.com/rooms/13290972
13291661,390,New Town,8,3,4,4,94,33,https://www.airbnb.com/rooms/13291661
13292746,70,Leith,2,1,1,1,100,3,https://www.airbnb.com/rooms/13292746
13293790,100,Old Town,2,1,1,1,100,7,https://www.airbnb.com/rooms/13293790
13295575,32,Haymarket,2,1,1,1,94,47,https://www.airbnb.com/rooms/13295575
13296915,90,NA,4,2,2,3,100,5,https://www.airbnb.com/rooms/13296915
13297355,300,Old Town,8,1,4,4,98,27,https://www.airbnb.com/rooms/13297355
13304980,90,Southside,6,1,2,3,88,56,https://www.airbnb.com/rooms/13304980
13306822,132,West End,4,1,2,2,92,54,https://www.airbnb.com/rooms/13306822
13308472,180,West End,4,1.5,2,3,99,58,https://www.airbnb.com/rooms/13308472
13309189,45,NA,2,1,1,1,99,81,https://www.airbnb.com/rooms/13309189
13309578,200,Leith,6,2,3,5,99,23,https://www.airbnb.com/rooms/13309578
13309988,100,New Town,2,1,1,2,NA,0,https://www.airbnb.com/rooms/13309988
13312741,150,Leith,6,1,3,3,88,5,https://www.airbnb.com/rooms/13312741
13312826,120,New Town,4,1,2,2,95,91,https://www.airbnb.com/rooms/13312826
13313663,80,New Town,4,1,1,1,100,89,https://www.airbnb.com/rooms/13313663
13314924,60,Leith,4,2,2,3,99,56,https://www.airbnb.com/rooms/13314924
13315322,89,Old Town,4,1,1,2,97,369,https://www.airbnb.com/rooms/13315322
13315564,45,NA,2,1,1,1,95,28,https://www.airbnb.com/rooms/13315564
13315856,44,NA,2,1.5,1,1,99,14,https://www.airbnb.com/rooms/13315856
13319120,50,Cannonmills,2,1,1,1,99,111,https://www.airbnb.com/rooms/13319120
13320028,109,Marchmont,6,1,2,3,87,13,https://www.airbnb.com/rooms/13320028
13322340,100,New Town,5,2,2,4,99,35,https://www.airbnb.com/rooms/13322340
13325984,325,Stockbridge,8,2,3,4,91,7,https://www.airbnb.com/rooms/13325984
13326104,35,Leith,2,1,1,1,99,20,https://www.airbnb.com/rooms/13326104
13326398,70,West End,2,1,1,1,100,33,https://www.airbnb.com/rooms/13326398
13335883,55,Leith,5,1.5,2,3,98,265,https://www.airbnb.com/rooms/13335883
13336548,217,Marchmont,5,2,4,5,100,1,https://www.airbnb.com/rooms/13336548
13337156,68,NA,4,1,2,2,97,12,https://www.airbnb.com/rooms/13337156
13338941,185,West End,6,1,3,4,96,5,https://www.airbnb.com/rooms/13338941
13339082,60,NA,4,1,2,2,NA,0,https://www.airbnb.com/rooms/13339082
13339358,95,Marchmont,4,1,2,2,99,48,https://www.airbnb.com/rooms/13339358
13342070,70,Leith,2,1,1,1,100,81,https://www.airbnb.com/rooms/13342070
13342218,80,Cannonmills,3,1,2,2,94,36,https://www.airbnb.com/rooms/13342218
13344351,39,Leith,2,1,1,1,96,69,https://www.airbnb.com/rooms/13344351
13345614,70,NA,5,2,3,4,97,7,https://www.airbnb.com/rooms/13345614
13345634,96,Newington,4,1,2,3,99,137,https://www.airbnb.com/rooms/13345634
13352180,150,Marchmont,6,1,3,3,100,5,https://www.airbnb.com/rooms/13352180
13353228,38,Stockbridge,2,1,1,1,99,97,https://www.airbnb.com/rooms/13353228
13355245,45,New Town,2,1,1,1,98,28,https://www.airbnb.com/rooms/13355245
13356784,50,West End,2,1,1,1,95,23,https://www.airbnb.com/rooms/13356784
13357985,50,Cannonmills,4,1,1,1,94,82,https://www.airbnb.com/rooms/13357985
13360495,60,Marchmont,3,1,1,2,96,5,https://www.airbnb.com/rooms/13360495
13360522,144,Leith,6,1.5,3,3,100,5,https://www.airbnb.com/rooms/13360522
13364051,89,New Town,3,1,1,2,93,3,https://www.airbnb.com/rooms/13364051
13364833,80,Marchmont,2,1,1,2,100,14,https://www.airbnb.com/rooms/13364833
13364979,27,Leith,2,1,1,1,95,8,https://www.airbnb.com/rooms/13364979
13365257,27,Leith,2,1,1,1,97,9,https://www.airbnb.com/rooms/13365257
13366244,142,Newington,4,1,2,2,89,7,https://www.airbnb.com/rooms/13366244
13371361,80,Southside,4,1,1,2,89,32,https://www.airbnb.com/rooms/13371361
13372464,80,Marchmont,2,1.5,1,1,90,2,https://www.airbnb.com/rooms/13372464
13375290,140,Leith,6,2,3,4,100,2,https://www.airbnb.com/rooms/13375290
13375915,69,Leith,4,1,1,2,99,251,https://www.airbnb.com/rooms/13375915
13383774,75,Leith,2,1,1,1,NA,0,https://www.airbnb.com/rooms/13383774
13384217,90,West End,4,1,2,2,90,8,https://www.airbnb.com/rooms/13384217
13385492,99,New Town,2,1,1,1,100,23,https://www.airbnb.com/rooms/13385492
13386167,240,Old Town,6,2,3,3,94,14,https://www.airbnb.com/rooms/13386167
13386490,310,Leith,5,3,3,4,NA,0,https://www.airbnb.com/rooms/13386490
13388292,89,Marchmont,2,1,1,1,100,5,https://www.airbnb.com/rooms/13388292
13388869,60,Tollcross,2,1,1,1,97,333,https://www.airbnb.com/rooms/13388869
13389105,85,Old Town,6,1,2,3,98,161,https://www.airbnb.com/rooms/13389105
13391782,60,NA,2,1.5,1,1,100,8,https://www.airbnb.com/rooms/13391782
13391924,180,Cannonmills,4,2,2,3,100,2,https://www.airbnb.com/rooms/13391924
13392254,65,Leith,4,1,2,2,NA,1,https://www.airbnb.com/rooms/13392254
13392313,30,Leith,2,1,1,1,95,103,https://www.airbnb.com/rooms/13392313
13394108,79,Cannonmills,4,2,2,4,96,76,https://www.airbnb.com/rooms/13394108
13395141,78,NA,5,1,2,3,NA,0,https://www.airbnb.com/rooms/13395141
13400458,100,NA,4,1.5,3,3,88,7,https://www.airbnb.com/rooms/13400458
13400481,32,Newington,1,1,1,1,93,58,https://www.airbnb.com/rooms/13400481
13401293,43,Leith,2,2,1,1,94,27,https://www.airbnb.com/rooms/13401293
13404391,80,New Town,4,2,2,3,97,212,https://www.airbnb.com/rooms/13404391
13406025,60,NA,2,1,1,1,100,43,https://www.airbnb.com/rooms/13406025
13407180,90,Leith,6,1,3,3,96,45,https://www.airbnb.com/rooms/13407180
13408534,35,New Town,1,1,1,1,87,3,https://www.airbnb.com/rooms/13408534
13411661,100,West End,8,2,3,4,96,171,https://www.airbnb.com/rooms/13411661
13411901,100,Morningside,6,1.5,2,2,91,9,https://www.airbnb.com/rooms/13411901
13412340,250,Cannonmills,6,1,3,5,100,10,https://www.airbnb.com/rooms/13412340
13413535,55,NA,2,1,1,1,95,102,https://www.airbnb.com/rooms/13413535
13414289,150,Old Town,6,1,2,3,95,141,https://www.airbnb.com/rooms/13414289
13414354,55,NA,2,1,1,1,95,75,https://www.airbnb.com/rooms/13414354
13419422,30,NA,1,0,1,1,99,37,https://www.airbnb.com/rooms/13419422
13419460,120,Leith,2,1,1,1,98,10,https://www.airbnb.com/rooms/13419460
13421130,60,Stockbridge,3,1,1,2,89,59,https://www.airbnb.com/rooms/13421130
13423010,22,Haymarket,2,1.5,1,1,95,5,https://www.airbnb.com/rooms/13423010
13425237,45,Morningside,3,1,1,1,90,6,https://www.airbnb.com/rooms/13425237
13426833,90,NA,2,1,1,1,NA,0,https://www.airbnb.com/rooms/13426833
13427858,200,Leith,2,1,1,2,78,36,https://www.airbnb.com/rooms/13427858
13430176,39,NA,2,1,1,1,96,5,https://www.airbnb.com/rooms/13430176
13430742,66,Haymarket,2,1,1,1,98,32,https://www.airbnb.com/rooms/13430742
13431261,100,NA,3,1,2,2,100,1,https://www.airbnb.com/rooms/13431261
13431321,65,Morningside,2,1,1,1,100,5,https://www.airbnb.com/rooms/13431321
13431938,49,NA,2,1,1,1,99,113,https://www.airbnb.com/rooms/13431938
13431964,38,NA,2,1,1,1,NA,0,https://www.airbnb.com/rooms/13431964
13432210,60,Marchmont,6,2,2,4,90,12,https://www.airbnb.com/rooms/13432210
13432405,110,Marchmont,6,1,2,2,98,10,https://www.airbnb.com/rooms/13432405
13438435,65,Old Town,4,1,2,2,96,123,https://www.airbnb.com/rooms/13438435
13439956,140,Bruntsfield,4,2,2,2,100,1,https://www.airbnb.com/rooms/13439956
13440240,75,Haymarket,4,1,2,3,98,10,https://www.airbnb.com/rooms/13440240
13443510,150,New Town,4,2,2,2,99,40,https://www.airbnb.com/rooms/13443510
13444106,73,NA,4,2,2,2,92,20,https://www.airbnb.com/rooms/13444106
13444813,35,Leith,2,1,1,1,100,2,https://www.airbnb.com/rooms/13444813
13447270,180,Cannonmills,6,2,4,4,96,38,https://www.airbnb.com/rooms/13447270
13454940,85,Stockbridge,2,1,1,1,95,34,https://www.airbnb.com/rooms/13454940
13457612,405,West End,10,2,5,5,NA,0,https://www.airbnb.com/rooms/13457612
13460548,65,Leith,2,1,1,1,NA,0,https://www.airbnb.com/rooms/13460548
13461174,160,Old Town,2,1,1,1,100,19,https://www.airbnb.com/rooms/13461174
13461601,125,Morningside,2,1,1,1,99,21,https://www.airbnb.com/rooms/13461601
13461673,65,Cannonmills,2,1,1,1,99,213,https://www.airbnb.com/rooms/13461673
13463424,169,Bruntsfield,4,1,2,2,100,5,https://www.airbnb.com/rooms/13463424
13470443,70,Leith,2,1,1,1,93,8,https://www.airbnb.com/rooms/13470443
13470542,70,NA,2,1.5,1,1,95,8,https://www.airbnb.com/rooms/13470542
13470589,105,Haymarket,2,1,1,1,98,57,https://www.airbnb.com/rooms/13470589
13470910,35,Leith,2,1,1,1,96,59,https://www.airbnb.com/rooms/13470910
13471264,28,Leith,2,1,1,1,100,6,https://www.airbnb.com/rooms/13471264
13473163,54,Leith,2,1,1,1,98,53,https://www.airbnb.com/rooms/13473163
13478503,30,NA,1,1,1,1,100,8,https://www.airbnb.com/rooms/13478503
13482465,80,Cannonmills,4,1,1,1,92,14,https://www.airbnb.com/rooms/13482465
13483266,150,NA,2,1,1,1,NA,0,https://www.airbnb.com/rooms/13483266
13484391,25,Newington,1,1,1,1,NA,0,https://www.airbnb.com/rooms/13484391
13484395,100,Leith,2,1,1,1,97,18,https://www.airbnb.com/rooms/13484395
13486393,60,NA,4,1,1,1,93,3,https://www.airbnb.com/rooms/13486393
13486471,50,Stockbridge,2,1,1,1,97,87,https://www.airbnb.com/rooms/13486471
13486893,100,Leith,2,1,1,1,98,46,https://www.airbnb.com/rooms/13486893
13487525,145,West End,6,2,3,5,95,29,https://www.airbnb.com/rooms/13487525
13487627,75,New Town,3,1,1,1,NA,0,https://www.airbnb.com/rooms/13487627
13489159,29,Leith,1,1,1,1,98,174,https://www.airbnb.com/rooms/13489159
13490118,30,NA,2,1,1,1,86,68,https://www.airbnb.com/rooms/13490118
13490711,120,Newington,5,1,3,3,80,2,https://www.airbnb.com/rooms/13490711
13490743,70,Leith,4,1,2,2,100,2,https://www.airbnb.com/rooms/13490743
13491242,60,NA,2,2,1,1,100,4,https://www.airbnb.com/rooms/13491242
13491256,74,Cannonmills,4,1.5,2,2,99,16,https://www.airbnb.com/rooms/13491256
13492601,65,Old Town,2,1,1,1,80,1,https://www.airbnb.com/rooms/13492601
13493469,60,Leith,2,1,1,1,80,2,https://www.airbnb.com/rooms/13493469
13494126,32,NA,2,2,1,1,98,168,https://www.airbnb.com/rooms/13494126
13497226,80,NA,2,1,1,1,100,1,https://www.airbnb.com/rooms/13497226
13500058,295,New Town,8,3,4,5,97,46,https://www.airbnb.com/rooms/13500058
13500100,250,Cannonmills,10,2,5,10,97,93,https://www.airbnb.com/rooms/13500100
13501543,85,Leith,9,2,3,7,98,172,https://www.airbnb.com/rooms/13501543
13502535,120,Tollcross,6,1,2,4,90,2,https://www.airbnb.com/rooms/13502535
13504495,156,NA,3,1,2,2,NA,0,https://www.airbnb.com/rooms/13504495
13506158,97,Leith,3,1,1,2,97,6,https://www.airbnb.com/rooms/13506158
13506588,110,NA,4,1,2,2,98,19,https://www.airbnb.com/rooms/13506588
13507604,50,Haymarket,6,1,2,2,92,64,https://www.airbnb.com/rooms/13507604
13510058,50,Marchmont,2,1,1,1,88,8,https://www.airbnb.com/rooms/13510058
13511164,95,Southside,2,1,1,1,98,105,https://www.airbnb.com/rooms/13511164
13511971,110,Marchmont,6,1,3,3,80,1,https://www.airbnb.com/rooms/13511971
13519372,90,Old Town,5,2,2,4,96,55,https://www.airbnb.com/rooms/13519372
13519577,80,West End,4,2,2,2,93,118,https://www.airbnb.com/rooms/13519577
13519598,23,NA,1,1,1,1,100,1,https://www.airbnb.com/rooms/13519598
13521484,81,New Town,2,1,1,1,87,3,https://www.airbnb.com/rooms/13521484
13522940,43,Leith,2,1,1,1,98,8,https://www.airbnb.com/rooms/13522940
13523385,400,Marchmont,16,2,4,14,95,25,https://www.airbnb.com/rooms/13523385
13524437,40,NA,2,1,1,2,99,266,https://www.airbnb.com/rooms/13524437
13525166,42,New Town,2,1,1,1,97,122,https://www.airbnb.com/rooms/13525166
13527124,79,NA,4,2,2,3,94,20,https://www.airbnb.com/rooms/13527124
13529895,25,Morningside,2,1,1,1,90,50,https://www.airbnb.com/rooms/13529895
13537911,72,Haymarket,4,1,3,3,77,7,https://www.airbnb.com/rooms/13537911
13543989,34,Cannonmills,2,1,1,1,96,48,https://www.airbnb.com/rooms/13543989
13544748,50,NA,2,1,0,1,99,57,https://www.airbnb.com/rooms/13544748
13547493,300,Marchmont,8,2,4,4,96,14,https://www.airbnb.com/rooms/13547493
13547733,49,NA,4,1,1,4,90,2,https://www.airbnb.com/rooms/13547733
13552632,119,Leith,4,1,2,2,87,32,https://www.airbnb.com/rooms/13552632
13554491,50,Leith,3,1,1,2,96,35,https://www.airbnb.com/rooms/13554491
13554965,35,NA,2,1.5,1,1,97,195,https://www.airbnb.com/rooms/13554965
13555043,50,Leith,4,1,2,2,87,25,https://www.airbnb.com/rooms/13555043
13555088,20,NA,2,2,1,1,97,156,https://www.airbnb.com/rooms/13555088
13555232,90,Old Town,2,1,1,2,80,1,https://www.airbnb.com/rooms/13555232
13555238,30,NA,2,2,1,1,94,99,https://www.airbnb.com/rooms/13555238
13555410,100,Leith,4,1,2,2,93,6,https://www.airbnb.com/rooms/13555410
13556240,70,NA,4,1.5,2,2,100,1,https://www.airbnb.com/rooms/13556240
13556509,30,Newington,1,1,1,1,100,1,https://www.airbnb.com/rooms/13556509
13558229,50,Leith,2,1,1,1,90,6,https://www.airbnb.com/rooms/13558229
13558321,50,Bruntsfield,2,1,1,1,NA,0,https://www.airbnb.com/rooms/13558321
13558795,47,Leith,4,2,2,2,94,124,https://www.airbnb.com/rooms/13558795
13559284,86,Leith,4,1,1,2,100,4,https://www.airbnb.com/rooms/13559284
13560297,49,Marchmont,2,2.5,1,1,89,19,https://www.airbnb.com/rooms/13560297
13560550,120,Bruntsfield,6,2.5,2,3,91,13,https://www.airbnb.com/rooms/13560550
13560846,140,Leith,4,2,2,2,93,3,https://www.airbnb.com/rooms/13560846
13561273,100,NA,4,1,2,2,90,6,https://www.airbnb.com/rooms/13561273
13561691,47,West End,3,1,1,2,100,6,https://www.airbnb.com/rooms/13561691
13563348,50,Leith,2,1,1,1,97,65,https://www.airbnb.com/rooms/13563348
13564313,59,New Town,2,1,1,1,NA,0,https://www.airbnb.com/rooms/13564313
13569806,37,Southside,2,1,1,1,90,31,https://www.airbnb.com/rooms/13569806
13572521,55,Stockbridge,2,1,1,1,97,60,https://www.airbnb.com/rooms/13572521
13574312,45,Leith,3,1,1,1,96,24,https://www.airbnb.com/rooms/13574312
13574620,45,Old Town,2,1,1,1,95,4,https://www.airbnb.com/rooms/13574620
13575834,79,Leith,4,1,1,2,98,98,https://www.airbnb.com/rooms/13575834
13580790,220,Marchmont,6,2,3,3,NA,1,https://www.airbnb.com/rooms/13580790
13581959,150,Leith,4,1,2,2,100,3,https://www.airbnb.com/rooms/13581959
13583806,85,Leith,6,1,2,3,95,33,https://www.airbnb.com/rooms/13583806
13586705,25,New Town,1,1,1,1,93,60,https://www.airbnb.com/rooms/13586705
13587204,96,NA,5,2,2,2,100,2,https://www.airbnb.com/rooms/13587204
13587785,90,NA,6,1,2,3,92,21,https://www.airbnb.com/rooms/13587785
13588073,120,Stockbridge,4,1,2,2,95,8,https://www.airbnb.com/rooms/13588073
13588337,70,Marchmont,2,1,1,1,100,6,https://www.airbnb.com/rooms/13588337
13592180,27,NA,1,1,1,1,87,48,https://www.airbnb.com/rooms/13592180
13594963,39,Leith,2,1,1,1,96,9,https://www.airbnb.com/rooms/13594963
13596951,150,Leith,4,1,2,2,100,2,https://www.airbnb.com/rooms/13596951
13600450,800,NA,4,2,2,2,98,8,https://www.airbnb.com/rooms/13600450
13600944,60,Marchmont,2,1,2,2,NA,1,https://www.airbnb.com/rooms/13600944
13601821,50,NA,2,1,1,1,100,13,https://www.airbnb.com/rooms/13601821
13602857,120,NA,6,2,3,3,100,3,https://www.airbnb.com/rooms/13602857
13603136,39,Leith,2,2,1,1,99,229,https://www.airbnb.com/rooms/13603136
13603792,52,Cannonmills,4,1,1,2,100,4,https://www.airbnb.com/rooms/13603792
13608012,96,West End,4,1,1,2,100,34,https://www.airbnb.com/rooms/13608012
13608649,179,Marchmont,5,2,2,4,NA,0,https://www.airbnb.com/rooms/13608649
13608672,79,Leith,4,1,2,2,100,1,https://www.airbnb.com/rooms/13608672
13609490,40,Cannonmills,2,1,1,1,97,38,https://www.airbnb.com/rooms/13609490
13610274,130,NA,4,1.5,2,2,NA,0,https://www.airbnb.com/rooms/13610274
13612137,95,Tollcross,3,1,2,2,99,15,https://www.airbnb.com/rooms/13612137
13613491,94,Stockbridge,5,1,2,4,98,209,https://www.airbnb.com/rooms/13613491
13613853,55,Leith,2,1,1,1,100,15,https://www.airbnb.com/rooms/13613853
13614045,35,NA,2,2,1,1,97,75,https://www.airbnb.com/rooms/13614045
13614739,30,Leith,2,1,1,1,90,9,https://www.airbnb.com/rooms/13614739
13616305,110,Old Town,5,1,2,3,97,260,https://www.airbnb.com/rooms/13616305
13616796,110,Leith,3,1,1,1,96,17,https://www.airbnb.com/rooms/13616796
13617126,55,NA,5,1,1,2,97,18,https://www.airbnb.com/rooms/13617126
13619486,110,Leith,2,1,1,1,97,15,https://www.airbnb.com/rooms/13619486
13620452,75,NA,2,2,1,1,NA,0,https://www.airbnb.com/rooms/13620452
13620594,160,Stockbridge,4,1,2,2,100,1,https://www.airbnb.com/rooms/13620594
13620716,60,New Town,4,1,1,2,100,2,https://www.airbnb.com/rooms/13620716
13621384,40,NA,4,1,1,2,99,83,https://www.airbnb.com/rooms/13621384
13622305,50,New Town,3,1,1,1,NA,0,https://www.airbnb.com/rooms/13622305
13622346,120,West End,5,1,2,2,97,185,https://www.airbnb.com/rooms/13622346
13622491,170,Old Town,2,1,1,1,98,13,https://www.airbnb.com/rooms/13622491
13626249,45,Marchmont,2,1,1,1,94,59,https://www.airbnb.com/rooms/13626249
13627934,85,Stockbridge,6,2,3,3,90,46,https://www.airbnb.com/rooms/13627934
13628175,90,New Town,3,1,1,1,98,33,https://www.airbnb.com/rooms/13628175
13628272,100,NA,4,1,1,2,95,11,https://www.airbnb.com/rooms/13628272
13628963,173,NA,6,1.5,3,4,96,5,https://www.airbnb.com/rooms/13628963
13630311,25,Haymarket,2,1,1,1,NA,0,https://www.airbnb.com/rooms/13630311
13632600,140,Stockbridge,4,1,1,2,83,7,https://www.airbnb.com/rooms/13632600
13639419,64,Southside,2,1,1,1,99,159,https://www.airbnb.com/rooms/13639419
13639726,150,Leith,8,1,4,4,100,1,https://www.airbnb.com/rooms/13639726
13640029,39,Morningside,2,1,1,1,97,14,https://www.airbnb.com/rooms/13640029
13640315,150,Leith,6,1,3,2,98,13,https://www.airbnb.com/rooms/13640315
13641736,200,Leith,2,1,1,1,98,19,https://www.airbnb.com/rooms/13641736
13646331,75,Stockbridge,4,1,1,1,99,34,https://www.airbnb.com/rooms/13646331
13647360,150,NA,4,1,2,2,90,6,https://www.airbnb.com/rooms/13647360
13647399,75,Old Town,3,1,1,2,99,129,https://www.airbnb.com/rooms/13647399
13648898,350,Stockbridge,8,2,4,5,87,3,https://www.airbnb.com/rooms/13648898
13649914,59,Leith,4,1,2,3,92,87,https://www.airbnb.com/rooms/13649914
13650419,204,Cannonmills,4,1,2,2,100,1,https://www.airbnb.com/rooms/13650419
13650506,130,Morningside,4,1,2,2,100,3,https://www.airbnb.com/rooms/13650506
13650786,95,New Town,6,2,3,4,92,35,https://www.airbnb.com/rooms/13650786
13652039,73,New Town,2,1,1,1,99,164,https://www.airbnb.com/rooms/13652039
13653443,185,New Town,11,3,3,9,93,85,https://www.airbnb.com/rooms/13653443
13655159,700,West End,16,2,4,16,99,83,https://www.airbnb.com/rooms/13655159
13656515,80,Stockbridge,2,1,1,2,94,191,https://www.airbnb.com/rooms/13656515
13660631,33,NA,2,2.5,1,1,NA,0,https://www.airbnb.com/rooms/13660631
13662948,135,Bruntsfield,6,1,2,3,93,3,https://www.airbnb.com/rooms/13662948
13663153,115,NA,6,1,2,2,80,1,https://www.airbnb.com/rooms/13663153
13663459,59,Marchmont,1,1,1,1,98,22,https://www.airbnb.com/rooms/13663459
13663710,55,Leith,4,1,1,2,95,233,https://www.airbnb.com/rooms/13663710
13666596,95,Southside,4,1,2,2,97,53,https://www.airbnb.com/rooms/13666596
13666656,80,Leith,3,1,1,1,97,230,https://www.airbnb.com/rooms/13666656
13667133,62,Leith,4,1,1,2,98,137,https://www.airbnb.com/rooms/13667133
13670126,30,NA,2,1,1,1,100,19,https://www.airbnb.com/rooms/13670126
13670550,50,Cannonmills,2,1,1,1,100,1,https://www.airbnb.com/rooms/13670550
13671620,40,Tollcross,2,1,1,1,99,42,https://www.airbnb.com/rooms/13671620
13672310,85,Cannonmills,4,1,2,2,98,22,https://www.airbnb.com/rooms/13672310
13673173,95,Newington,4,1.5,2,3,100,11,https://www.airbnb.com/rooms/13673173
13674007,150,Tollcross,6,1.5,2,3,90,6,https://www.airbnb.com/rooms/13674007
13677543,30,NA,1,1.5,1,1,99,31,https://www.airbnb.com/rooms/13677543
13681614,125,Marchmont,6,1,3,3,90,2,https://www.airbnb.com/rooms/13681614
13685453,65,Old Town,6,1,2,3,98,110,https://www.airbnb.com/rooms/13685453
13685846,80,New Town,4,2,2,2,96,35,https://www.airbnb.com/rooms/13685846
13685904,35,Newington,2,1,1,1,92,207,https://www.airbnb.com/rooms/13685904
13693411,56,Haymarket,6,1,2,3,94,193,https://www.airbnb.com/rooms/13693411
13693742,95,Cannonmills,2,1,1,1,98,22,https://www.airbnb.com/rooms/13693742
13694779,50,Marchmont,2,1,1,1,98,17,https://www.airbnb.com/rooms/13694779
13695167,79,Leith,2,1,1,1,95,11,https://www.airbnb.com/rooms/13695167
13697224,60,Stockbridge,4,1,1,2,95,150,https://www.airbnb.com/rooms/13697224
13697391,70,Cannonmills,2,1.5,1,1,100,25,https://www.airbnb.com/rooms/13697391
13698798,69,Stockbridge,5,1,1,3,95,111,https://www.airbnb.com/rooms/13698798
13698891,35,Stockbridge,2,1,1,1,NA,0,https://www.airbnb.com/rooms/13698891
13698964,45,Leith,4,2,2,2,99,456,https://www.airbnb.com/rooms/13698964
13699362,100,NA,2,1,1,1,98,10,https://www.airbnb.com/rooms/13699362
13704175,100,Haymarket,2,2,1,1,99,15,https://www.airbnb.com/rooms/13704175
13705070,30,Marchmont,1,1,1,1,99,83,https://www.airbnb.com/rooms/13705070
13705330,75,Old Town,6,2,3,4,90,220,https://www.airbnb.com/rooms/13705330
13706684,110,NA,5,1,2,3,100,1,https://www.airbnb.com/rooms/13706684
13706880,80,New Town,6,1,2,3,94,94,https://www.airbnb.com/rooms/13706880
13707337,125,Marchmont,6,2,2,3,98,38,https://www.airbnb.com/rooms/13707337
13708049,66,Leith,4,1,2,2,93,44,https://www.airbnb.com/rooms/13708049
13708208,87,Old Town,4,1,1,3,99,40,https://www.airbnb.com/rooms/13708208
13708300,120,Leith,4,1,1,2,100,1,https://www.airbnb.com/rooms/13708300
13708385,60,Haymarket,2,1,1,1,84,5,https://www.airbnb.com/rooms/13708385
13709052,66,NA,2,1,1,1,95,390,https://www.airbnb.com/rooms/13709052
13709590,35,Leith,2,1,1,1,98,24,https://www.airbnb.com/rooms/13709590
13710549,50,Leith,4,1,2,2,95,22,https://www.airbnb.com/rooms/13710549
13711457,90,Leith,3,1,1,2,96,5,https://www.airbnb.com/rooms/13711457
13711917,60,Old Town,5,1,2,3,93,77,https://www.airbnb.com/rooms/13711917
13714521,60,Tollcross,2,1.5,1,1,95,4,https://www.airbnb.com/rooms/13714521
13719469,30,Leith,2,1.5,1,1,100,3,https://www.airbnb.com/rooms/13719469
13719766,75,Haymarket,2,1,1,1,92,125,https://www.airbnb.com/rooms/13719766
13720323,150,New Town,4,1,2,2,97,74,https://www.airbnb.com/rooms/13720323
13720447,95,Leith,2,1.5,1,1,100,10,https://www.airbnb.com/rooms/13720447
13723340,28,Leith,2,1,1,1,86,8,https://www.airbnb.com/rooms/13723340
13723486,100,West End,4,1.5,2,2,100,8,https://www.airbnb.com/rooms/13723486
13724395,45,West End,2,1,1,1,96,78,https://www.airbnb.com/rooms/13724395
13728554,225,West End,6,1,2,3,96,5,https://www.airbnb.com/rooms/13728554
13728671,105,Marchmont,4,1,2,2,84,5,https://www.airbnb.com/rooms/13728671
13729103,150,West End,4,1,2,2,100,6,https://www.airbnb.com/rooms/13729103
13729573,120,Stockbridge,4,1,1,2,98,19,https://www.airbnb.com/rooms/13729573
13730277,52,Leith,2,1,1,1,80,1,https://www.airbnb.com/rooms/13730277
13733317,36,Southside,2,1,1,1,80,2,https://www.airbnb.com/rooms/13733317
13739821,39,Morningside,2,1,1,1,100,8,https://www.airbnb.com/rooms/13739821
13740677,27,Leith,2,1,1,1,100,3,https://www.airbnb.com/rooms/13740677
13740967,40,Leith,5,2,2,3,85,94,https://www.airbnb.com/rooms/13740967
13741044,100,New Town,2,1,1,1,99,50,https://www.airbnb.com/rooms/13741044
13741429,NA,West End,2,1,0,1,76,4,https://www.airbnb.com/rooms/13741429
13741457,NA,West End,2,1,0,1,80,1,https://www.airbnb.com/rooms/13741457
13742865,30,NA,2,1,1,1,97,119,https://www.airbnb.com/rooms/13742865
13745466,25,Leith,1,1,1,1,100,16,https://www.airbnb.com/rooms/13745466
13745468,90,NA,2,1,1,1,100,4,https://www.airbnb.com/rooms/13745468
13745807,NA,West End,8,5,4,4,NA,0,https://www.airbnb.com/rooms/13745807
13748596,40,Haymarket,2,1,1,1,100,5,https://www.airbnb.com/rooms/13748596
13748921,99,Tollcross,5,1,3,3,97,202,https://www.airbnb.com/rooms/13748921
13756603,67,New Town,2,1,1,1,100,9,https://www.airbnb.com/rooms/13756603
13756769,NA,West End,6,4,3,3,NA,0,https://www.airbnb.com/rooms/13756769
13756895,NA,West End,10,6,5,5,60,1,https://www.airbnb.com/rooms/13756895
13756984,NA,West End,12,7,6,6,NA,0,https://www.airbnb.com/rooms/13756984
13757733,80,Leith,6,2,2,3,90,53,https://www.airbnb.com/rooms/13757733
13759100,25,Newington,2,1,1,1,89,14,https://www.airbnb.com/rooms/13759100
