Entity,Code,Year,Mismanaged plastic waste (tonnes),Coastal population,Total population (Gapminder)
Ecuador,ECU,1983,NA,NA,8629832
Ecuador,ECU,1984,NA,NA,8859125
Ecuador,ECU,1985,NA,NA,9090592
Ecuador,ECU,1986,NA,NA,9323745
Ecuador,ECU,1987,NA,NA,9557974
Ecuador,ECU,1988,NA,NA,9792658
Ecuador,ECU,1989,NA,NA,10027109
Ecuador,ECU,1990,NA,NA,10260587
Ecuador,ECU,1991,NA,NA,10493498
Ecuador,ECU,1992,NA,NA,10725281
Ecuador,ECU,1993,NA,NA,10953182
Ecuador,ECU,1994,NA,NA,11173647
Ecuador,ECU,1995,NA,NA,11384506
Ecuador,ECU,1996,NA,NA,11584074
Ecuador,ECU,1997,NA,NA,11774005
Ecuador,ECU,1998,NA,NA,11959586
Ecuador,ECU,1999,NA,NA,12148188
Ecuador,ECU,2000,NA,NA,12345023
Ecuador,ECU,2001,NA,NA,12552036
Ecuador,ECU,2002,NA,NA,12767415
Ecuador,ECU,2003,NA,NA,12987992
Ecuador,ECU,2004,NA,NA,13208869
Ecuador,ECU,2005,NA,NA,13426402
Ecuador,ECU,2006,NA,NA,13639708
Ecuador,ECU,2007,NA,NA,13849721
Ecuador,ECU,2008,NA,NA,14056740
Ecuador,ECU,2009,NA,NA,14261566
Ecuador,ECU,2010,109383,6400048,14464739
Ecuador,ECU,2011,NA,NA,14666055
Ecuador,ECU,2012,NA,NA,14864987
Ecuador,ECU,2013,NA,NA,15061398
Egypt,EGY,1700,NA,NA,4500000
Egypt,EGY,1800,NA,NA,4243515
Egypt,EGY,1820,NA,NA,4194000
Egypt,EGY,1870,NA,NA,7049000
Egypt,EGY,1913,NA,NA,12144000
Egypt,EGY,1950,NA,NA,21514023
Egypt,EGY,1951,NA,NA,22048587
Egypt,EGY,1952,NA,NA,22607727
Egypt,EGY,1953,NA,NA,23191489
Egypt,EGY,1954,NA,NA,23799589
Egypt,EGY,1955,NA,NA,24431420
Egypt,EGY,1956,NA,NA,25086028
Egypt,EGY,1957,NA,NA,25762133
Egypt,EGY,1958,NA,NA,26458178
Egypt,EGY,1959,NA,NA,27172404
Egypt,EGY,1960,NA,NA,27903093
Egypt,EGY,1961,NA,NA,28648825
Egypt,EGY,1962,NA,NA,29408697
Egypt,EGY,1963,NA,NA,30182426
Egypt,EGY,1964,NA,NA,30970067
Egypt,EGY,1965,NA,NA,31771227
Egypt,EGY,1966,NA,NA,32586961
Egypt,EGY,1967,NA,NA,33415926
Egypt,EGY,1968,NA,NA,34252634
Egypt,EGY,1969,NA,NA,35089893
Egypt,EGY,1970,NA,NA,35923283
Egypt,EGY,1971,NA,NA,36751162
Egypt,EGY,1972,NA,NA,37577248
Egypt,EGY,1973,NA,NA,38409289
Egypt,EGY,1974,NA,NA,39258086
Egypt,EGY,1975,NA,NA,40132189
Egypt,EGY,1976,NA,NA,41033408
Egypt,EGY,1977,NA,NA,41961731
Egypt,EGY,1978,NA,NA,42921556
Egypt,EGY,1979,NA,NA,43917526
Egypt,EGY,1980,NA,NA,44952497
Egypt,EGY,1981,NA,NA,46025305
Egypt,EGY,1982,NA,NA,47133557
Egypt,EGY,1983,NA,NA,48276547
Egypt,EGY,1984,NA,NA,49453054
Egypt,EGY,1985,NA,NA,50659625
Egypt,EGY,1986,NA,NA,51899728
Egypt,EGY,1987,NA,NA,53166492
Egypt,EGY,1988,NA,NA,54433720
Egypt,EGY,1989,NA,NA,55667119
Egypt,EGY,1990,NA,NA,56843275
Egypt,EGY,1991,NA,NA,57952386
Egypt,EGY,1992,NA,NA,59004372
Egypt,EGY,1993,NA,NA,60020423
Egypt,EGY,1994,NA,NA,61032081
Egypt,EGY,1995,NA,NA,62063810
Egypt,EGY,1996,NA,NA,63120498
Egypt,EGY,1997,NA,NA,64199588
Egypt,EGY,1998,NA,NA,65309201
Egypt,EGY,1999,NA,NA,66457136
Egypt,EGY,2000,NA,NA,67648419
Egypt,EGY,2001,NA,NA,68888032
Egypt,EGY,2002,NA,NA,70174632
Egypt,EGY,2003,NA,NA,71498433
Egypt,EGY,2004,NA,NA,72844998
Egypt,EGY,2005,NA,NA,74203215
Egypt,EGY,2006,NA,NA,75568453
Egypt,EGY,2007,NA,NA,76941572
Egypt,EGY,2008,NA,NA,78323298
Egypt,EGY,2009,NA,NA,79716203
Egypt,EGY,2010,967012,21750943,81121077
Egypt,EGY,2011,NA,NA,82536770
Egypt,EGY,2012,NA,NA,83958369
Egypt,EGY,2013,NA,NA,85378440
El Salvador,SLV,1800,NA,NA,248000
El Salvador,SLV,1820,NA,NA,248000
El Salvador,SLV,1850,NA,NA,366000
El Salvador,SLV,1870,NA,NA,492000
El Salvador,SLV,1900,NA,NA,766000
El Salvador,SLV,1901,NA,NA,782000
El Salvador,SLV,1902,NA,NA,799000
El Salvador,SLV,1903,NA,NA,816000
El Salvador,SLV,1904,NA,NA,834000
El Salvador,SLV,1905,NA,NA,851000
El Salvador,SLV,1906,NA,NA,869000
El Salvador,SLV,1907,NA,NA,888000
El Salvador,SLV,1908,NA,NA,907000
El Salvador,SLV,1909,NA,NA,926000
El Salvador,SLV,1910,NA,NA,946000
El Salvador,SLV,1911,NA,NA,966000
El Salvador,SLV,1912,NA,NA,987000
El Salvador,SLV,1913,NA,NA,1008000
El Salvador,SLV,1914,NA,NA,1030000
El Salvador,SLV,1915,NA,NA,1052000
El Salvador,SLV,1916,NA,NA,1074000
El Salvador,SLV,1917,NA,NA,1098000
El Salvador,SLV,1918,NA,NA,1121000
El Salvador,SLV,1919,NA,NA,1145000
El Salvador,SLV,1920,NA,NA,1170000
El Salvador,SLV,1950,NA,NA,2199897
El Salvador,SLV,1951,NA,NA,2236298
El Salvador,SLV,1952,NA,NA,2278493
El Salvador,SLV,1953,NA,NA,2325449
El Salvador,SLV,1954,NA,NA,2376483
El Salvador,SLV,1955,NA,NA,2431261
El Salvador,SLV,1956,NA,NA,2489824
El Salvador,SLV,1957,NA,NA,2552562
El Salvador,SLV,1958,NA,NA,2620149
El Salvador,SLV,1959,NA,NA,2693432
El Salvador,SLV,1960,NA,NA,2773095
El Salvador,SLV,1961,NA,NA,2859302
El Salvador,SLV,1962,NA,NA,2951387
El Salvador,SLV,1963,NA,NA,3047718
El Salvador,SLV,1964,NA,NA,3146076
El Salvador,SLV,1965,NA,NA,3244774
El Salvador,SLV,1966,NA,NA,3342957
El Salvador,SLV,1967,NA,NA,3440705
El Salvador,SLV,1968,NA,NA,3538389
El Salvador,SLV,1969,NA,NA,3636782
El Salvador,SLV,1970,NA,NA,3736311
El Salvador,SLV,1971,NA,NA,3836884
El Salvador,SLV,1972,NA,NA,3937757
El Salvador,SLV,1973,NA,NA,4037935
El Salvador,SLV,1974,NA,NA,4136133
El Salvador,SLV,1975,NA,NA,4231358
El Salvador,SLV,1976,NA,NA,4323383
El Salvador,SLV,1977,NA,NA,4412237
El Salvador,SLV,1978,NA,NA,4497535
El Salvador,SLV,1979,NA,NA,4578922
El Salvador,SLV,1980,NA,NA,4656263
El Salvador,SLV,1981,NA,NA,4729467
El Salvador,SLV,1982,NA,NA,4798918
El Salvador,SLV,1983,NA,NA,4865611
El Salvador,SLV,1984,NA,NA,4930893
El Salvador,SLV,1985,NA,NA,4995888
El Salvador,SLV,1986,NA,NA,5060307
El Salvador,SLV,1987,NA,NA,5124240
El Salvador,SLV,1988,NA,NA,5189565
El Salvador,SLV,1989,NA,NA,5258654
El Salvador,SLV,1990,NA,NA,5332842
El Salvador,SLV,1991,NA,NA,5413269
El Salvador,SLV,1992,NA,NA,5498489
El Salvador,SLV,1993,NA,NA,5584047
El Salvador,SLV,1994,NA,NA,5663820
El Salvador,SLV,1995,NA,NA,5733401
El Salvador,SLV,1996,NA,NA,5791403
El Salvador,SLV,1997,NA,NA,5839103
El Salvador,SLV,1998,NA,NA,5878097
El Salvador,SLV,1999,NA,NA,5911094
El Salvador,SLV,2000,NA,NA,5940305
El Salvador,SLV,2001,NA,NA,5966027
El Salvador,SLV,2002,NA,NA,5988233
El Salvador,SLV,2003,NA,NA,6008523
El Salvador,SLV,2004,NA,NA,6028792
El Salvador,SLV,2005,NA,NA,6050513
El Salvador,SLV,2006,NA,NA,6074487
El Salvador,SLV,2007,NA,NA,6100868
El Salvador,SLV,2008,NA,NA,6129628
El Salvador,SLV,2009,NA,NA,6160423
El Salvador,SLV,2010,118732,6410726,6192993
El Salvador,SLV,2011,NA,NA,6227491
El Salvador,SLV,2012,NA,NA,6264129
El Salvador,SLV,2013,NA,NA,6302723
Equatorial Guinea,GNQ,1800,NA,NA,80377
Equatorial Guinea,GNQ,1820,NA,NA,80377
Equatorial Guinea,GNQ,1920,NA,NA,112000
Equatorial Guinea,GNQ,1932,NA,NA,167000
Equatorial Guinea,GNQ,1942,NA,NA,171000
Equatorial Guinea,GNQ,1950,NA,NA,225536
Equatorial Guinea,GNQ,1951,NA,NA,230057
Equatorial Guinea,GNQ,1952,NA,NA,232759
Equatorial Guinea,GNQ,1953,NA,NA,234513
Equatorial Guinea,GNQ,1954,NA,NA,235994
Equatorial Guinea,GNQ,1955,NA,NA,237677
Equatorial Guinea,GNQ,1956,NA,NA,239826
Equatorial Guinea,GNQ,1957,NA,NA,242510
Equatorial Guinea,GNQ,1958,NA,NA,245617
Equatorial Guinea,GNQ,1959,NA,NA,248906
Equatorial Guinea,GNQ,1960,NA,NA,252115
Equatorial Guinea,GNQ,1961,NA,NA,255100
Equatorial Guinea,GNQ,1962,NA,NA,257941
Equatorial Guinea,GNQ,1963,NA,NA,260991
Equatorial Guinea,GNQ,1964,NA,NA,264745
Equatorial Guinea,GNQ,1965,NA,NA,269429
Equatorial Guinea,GNQ,1966,NA,NA,275472
Equatorial Guinea,GNQ,1967,NA,NA,282446
Equatorial Guinea,GNQ,1968,NA,NA,288703
Equatorial Guinea,GNQ,1969,NA,NA,292015
Equatorial Guinea,GNQ,1970,NA,NA,290907
Equatorial Guinea,GNQ,1971,NA,NA,284913
Equatorial Guinea,GNQ,1972,NA,NA,274893
Equatorial Guinea,GNQ,1973,NA,NA,262377
Equatorial Guinea,GNQ,1974,NA,NA,249569
Equatorial Guinea,GNQ,1975,NA,NA,238240
Equatorial Guinea,GNQ,1976,NA,NA,228534
Equatorial Guinea,GNQ,1977,NA,NA,220448
Equatorial Guinea,GNQ,1978,NA,NA,215415
Equatorial Guinea,GNQ,1979,NA,NA,215116
Equatorial Guinea,GNQ,1980,NA,NA,220582
Equatorial Guinea,GNQ,1981,NA,NA,232676
Equatorial Guinea,GNQ,1982,NA,NA,250712
Equatorial Guinea,GNQ,1983,NA,NA,272217
Equatorial Guinea,GNQ,1984,NA,NA,293701
Equatorial Guinea,GNQ,1985,NA,NA,312634
Equatorial Guinea,GNQ,1986,NA,NA,328119
Equatorial Guinea,GNQ,1987,NA,NA,340825
Equatorial Guinea,GNQ,1988,NA,NA,351694
Equatorial Guinea,GNQ,1989,NA,NA,362325
Equatorial Guinea,GNQ,1990,NA,NA,373887
Equatorial Guinea,GNQ,1991,NA,NA,386536
Equatorial Guinea,GNQ,1992,NA,NA,399843
Equatorial Guinea,GNQ,1993,NA,NA,413730
Equatorial Guinea,GNQ,1994,NA,NA,428005
Equatorial Guinea,GNQ,1995,NA,NA,442527
Equatorial Guinea,GNQ,1996,NA,NA,457321
Equatorial Guinea,GNQ,1997,NA,NA,472486
Equatorial Guinea,GNQ,1998,NA,NA,488039
Equatorial Guinea,GNQ,1999,NA,NA,504001
Equatorial Guinea,GNQ,2000,NA,NA,520380
Equatorial Guinea,GNQ,2001,NA,NA,537195
Equatorial Guinea,GNQ,2002,NA,NA,554429
Equatorial Guinea,GNQ,2003,NA,NA,571999
Equatorial Guinea,GNQ,2004,NA,NA,589794
Equatorial Guinea,GNQ,2005,NA,NA,607739
Equatorial Guinea,GNQ,2006,NA,NA,625777
Equatorial Guinea,GNQ,2007,NA,NA,643936
Equatorial Guinea,GNQ,2008,NA,NA,662327
Equatorial Guinea,GNQ,2009,NA,NA,681115
Equatorial Guinea,GNQ,2010,5977,351600,700401
Equatorial Guinea,GNQ,2011,NA,NA,720213
Equatorial Guinea,GNQ,2012,NA,NA,740471
Equatorial Guinea,GNQ,2013,NA,NA,761050
Eritrea,ERI,1800,NA,NA,205010
Eritrea,ERI,1820,NA,NA,205010
Eritrea,ERI,1950,NA,NA,1141300
Eritrea,ERI,1951,NA,NA,1162455
Eritrea,ERI,1952,NA,NA,1185426
Eritrea,ERI,1953,NA,NA,1210063
Eritrea,ERI,1954,NA,NA,1236248
Eritrea,ERI,1955,NA,NA,1263899
Eritrea,ERI,1956,NA,NA,1292970
Eritrea,ERI,1957,NA,NA,1323450
Eritrea,ERI,1958,NA,NA,1355355
Eritrea,ERI,1959,NA,NA,1388725
Eritrea,ERI,1960,NA,NA,1423599
Eritrea,ERI,1961,NA,NA,1459988
Eritrea,ERI,1962,NA,NA,1497855
Eritrea,ERI,1963,NA,NA,1537105
Eritrea,ERI,1964,NA,NA,1577613
Eritrea,ERI,1965,NA,NA,1619301
Eritrea,ERI,1966,NA,NA,1662247
Eritrea,ERI,1967,NA,NA,1706539
Eritrea,ERI,1968,NA,NA,1752123
Eritrea,ERI,1969,NA,NA,1798934
Eritrea,ERI,1970,NA,NA,1847000
Eritrea,ERI,1971,NA,NA,1896028
Eritrea,ERI,1972,NA,NA,1946213
Eritrea,ERI,1973,NA,NA,1998632
Eritrea,ERI,1974,NA,NA,2054727
Eritrea,ERI,1975,NA,NA,2115400
Eritrea,ERI,1976,NA,NA,2181178
Eritrea,ERI,1977,NA,NA,2251397
Eritrea,ERI,1978,NA,NA,2324290
Eritrea,ERI,1979,NA,NA,2397387
Eritrea,ERI,1980,NA,NA,2468902
Eritrea,ERI,1981,NA,NA,2537333
Eritrea,ERI,1982,NA,NA,2602966
Eritrea,ERI,1983,NA,NA,2667868
Eritrea,ERI,1984,NA,NA,2735121
Eritrea,ERI,1985,NA,NA,2806456
Eritrea,ERI,1986,NA,NA,2884388
Eritrea,ERI,1987,NA,NA,2967048
Eritrea,ERI,1988,NA,NA,3046674
Eritrea,ERI,1989,NA,NA,3112654
Eritrea,ERI,1990,NA,NA,3158295
Eritrea,ERI,1991,NA,NA,3180430
Eritrea,ERI,1992,NA,NA,3184019
Eritrea,ERI,1993,NA,NA,3180541
Eritrea,ERI,1994,NA,NA,3186063
Eritrea,ERI,1995,NA,NA,3212503
Eritrea,ERI,1996,NA,NA,3263016
Eritrea,ERI,1997,NA,NA,3335157
Eritrea,ERI,1998,NA,NA,3428264
Eritrea,ERI,1999,NA,NA,3539885
Eritrea,ERI,2000,NA,NA,3667576
Eritrea,ERI,2001,NA,NA,3812473
Eritrea,ERI,2002,NA,NA,3973973
Eritrea,ERI,2003,NA,NA,4145500
Eritrea,ERI,2004,NA,NA,4318343
Eritrea,ERI,2005,NA,NA,4486155
Eritrea,ERI,2006,NA,NA,4645837
Eritrea,ERI,2007,NA,NA,4798561
Eritrea,ERI,2008,NA,NA,4947521
Eritrea,ERI,2009,NA,NA,5097998
Eritrea,ERI,2010,16259,1266222,5253676
Eritrea,ERI,2011,NA,NA,5415280
Eritrea,ERI,2012,NA,NA,5580862
Eritrea,ERI,2013,NA,NA,5748304
Estonia,EST,1800,NA,NA,334136
Estonia,EST,1820,NA,NA,334136
Estonia,EST,1950,NA,NA,1100998
Estonia,EST,1951,NA,NA,1113922
Estonia,EST,1952,NA,NA,1126280
Estonia,EST,1953,NA,NA,1138038
Estonia,EST,1954,NA,NA,1149241
Estonia,EST,1955,NA,NA,1160002
Estonia,EST,1956,NA,NA,1170514
Estonia,EST,1957,NA,NA,1181044
Estonia,EST,1958,NA,NA,1191912
Estonia,EST,1959,NA,NA,1203467
Estonia,EST,1960,NA,NA,1216003
Estonia,EST,1961,NA,NA,1229668
Estonia,EST,1962,NA,NA,1244386
Estonia,EST,1963,NA,NA,1259824
Estonia,EST,1964,NA,NA,1275487
Estonia,EST,1965,NA,NA,1290996
Estonia,EST,1966,NA,NA,1306197
Estonia,EST,1967,NA,NA,1321132
Estonia,EST,1968,NA,NA,1335846
Estonia,EST,1969,NA,NA,1350454
Estonia,EST,1970,NA,NA,1365002
Estonia,EST,1971,NA,NA,1379574
Estonia,EST,1972,NA,NA,1394029
Estonia,EST,1973,NA,NA,1407932
Estonia,EST,1974,NA,NA,1420709
Estonia,EST,1975,NA,NA,1431998
Estonia,EST,1976,NA,NA,1441551
Estonia,EST,1977,NA,NA,1449609
Estonia,EST,1978,NA,NA,1456892
Estonia,EST,1979,NA,NA,1464417
Estonia,EST,1980,NA,NA,1472898
Estonia,EST,1981,NA,NA,1482176
Estonia,EST,1982,NA,NA,1491897
Estonia,EST,1983,NA,NA,1502292
Estonia,EST,1984,NA,NA,1513617
Estonia,EST,1985,NA,NA,1525790
Estonia,EST,1986,NA,NA,1539549
Estonia,EST,1987,NA,NA,1554175
Estonia,EST,1988,NA,NA,1566396
Estonia,EST,1989,NA,NA,1571840
Estonia,EST,1990,NA,NA,1567631
Estonia,EST,1991,NA,NA,1552370
Estonia,EST,1992,NA,NA,1527660
Estonia,EST,1993,NA,NA,1497364
Estonia,EST,1994,NA,NA,1467016
Estonia,EST,1995,NA,NA,1440710
Estonia,EST,1996,NA,NA,1419727
Estonia,EST,1997,NA,NA,1403188
Estonia,EST,1998,NA,NA,1390414
Estonia,EST,1999,NA,NA,1379962
Estonia,EST,2000,NA,NA,1370749
Estonia,EST,2001,NA,NA,1362823
Estonia,EST,2002,NA,NA,1356644
Estonia,EST,2003,NA,NA,1351955
Estonia,EST,2004,NA,NA,1348449
Estonia,EST,2005,NA,NA,1345857
Estonia,EST,2006,NA,NA,1344038
Estonia,EST,2007,NA,NA,1342873
Estonia,EST,2008,NA,NA,1342145
Estonia,EST,2009,NA,NA,1341629
Estonia,EST,2010,5979,878021,1341140
Estonia,EST,2011,NA,NA,1340537
Estonia,EST,2012,NA,NA,1339762
Estonia,EST,2013,NA,NA,1338832
Ethiopia,ETH,1800,NA,NA,2948990
Ethiopia,ETH,1820,NA,NA,2948990
Ethiopia,ETH,1950,NA,NA,18433866
Ethiopia,ETH,1951,NA,NA,18788330
Ethiopia,ETH,1952,NA,NA,19150885
Ethiopia,ETH,1953,NA,NA,19522300
Ethiopia,ETH,1954,NA,NA,19903919
Ethiopia,ETH,1955,NA,NA,20297664
Ethiopia,ETH,1956,NA,NA,20706078
Ethiopia,ETH,1957,NA,NA,21132283
Ethiopia,ETH,1958,NA,NA,21579828
Ethiopia,ETH,1959,NA,NA,22052451
Ethiopia,ETH,1960,NA,NA,22553350
Ethiopia,ETH,1961,NA,NA,23084406
Ethiopia,ETH,1962,NA,NA,23645508
Ethiopia,ETH,1963,NA,NA,24234254
Ethiopia,ETH,1964,NA,NA,24846785
Ethiopia,ETH,1965,NA,NA,25480202
Ethiopia,ETH,1966,NA,NA,26128435
Ethiopia,ETH,1967,NA,NA,26790992
Ethiopia,ETH,1968,NA,NA,27476546
Ethiopia,ETH,1969,NA,NA,28197484
Ethiopia,ETH,1970,NA,NA,28959382
Ethiopia,ETH,1971,NA,NA,29777985
Ethiopia,ETH,1972,NA,NA,30642920
Ethiopia,ETH,1973,NA,NA,31503206
Ethiopia,ETH,1974,NA,NA,32289683
Ethiopia,ETH,1975,NA,NA,32958964
Ethiopia,ETH,1976,NA,NA,33486288
Ethiopia,ETH,1977,NA,NA,33903618
Ethiopia,ETH,1978,NA,NA,34294030
Ethiopia,ETH,1979,NA,NA,34773640
Ethiopia,ETH,1980,NA,NA,35426282
Ethiopia,ETH,1981,NA,NA,36282554
Ethiopia,ETH,1982,NA,NA,37319328
Ethiopia,ETH,1983,NA,NA,38500829
Ethiopia,ETH,1984,NA,NA,39768079
Ethiopia,ETH,1985,NA,NA,41077517
Ethiopia,ETH,1986,NA,NA,42417873
Ethiopia,ETH,1987,NA,NA,43802479
Ethiopia,ETH,1988,NA,NA,45240322
Ethiopia,ETH,1989,NA,NA,46747612
Ethiopia,ETH,1990,NA,NA,48333261
Ethiopia,ETH,1991,NA,NA,49998845
Ethiopia,ETH,1992,NA,NA,51730288
Ethiopia,ETH,1993,NA,NA,53502211
Ethiopia,ETH,1994,NA,NA,55281054
Ethiopia,ETH,1995,NA,NA,57042197
Ethiopia,ETH,1996,NA,NA,58774378
Ethiopia,ETH,1997,NA,NA,60481739
Ethiopia,ETH,1998,NA,NA,62174171
Ethiopia,ETH,1999,NA,NA,63868806
Ethiopia,ETH,2000,NA,NA,65577897
Ethiopia,ETH,2001,NA,NA,67303731
Ethiopia,ETH,2002,NA,NA,69040669
Ethiopia,ETH,2003,NA,NA,70784012
Ethiopia,ETH,2004,NA,NA,72526620
Ethiopia,ETH,2005,NA,NA,74263861
Ethiopia,ETH,2006,NA,NA,75993403
Ethiopia,ETH,2007,NA,NA,77718436
Ethiopia,ETH,2008,NA,NA,79446419
Ethiopia,ETH,2009,NA,NA,81187751
Ethiopia,ETH,2010,NA,NA,82949541
Ethiopia,ETH,2011,NA,NA,84734262
Ethiopia,ETH,2012,NA,NA,86538534
Ethiopia,ETH,2013,NA,NA,88356373
Faeroe Islands,FRO,1800,NA,NA,13537
Faeroe Islands,FRO,1820,NA,NA,13537
Faeroe Islands,FRO,1950,NA,NA,31504
Faeroe Islands,FRO,1951,NA,NA,31304
Faeroe Islands,FRO,1952,NA,NA,31249
Faeroe Islands,FRO,1953,NA,NA,31335
Faeroe Islands,FRO,1954,NA,NA,31551
Faeroe Islands,FRO,1955,NA,NA,31879
Faeroe Islands,FRO,1956,NA,NA,32299
Faeroe Islands,FRO,1957,NA,NA,32786
Faeroe Islands,FRO,1958,NA,NA,33307
Faeroe Islands,FRO,1959,NA,NA,33833
Faeroe Islands,FRO,1960,NA,NA,34334
Faeroe Islands,FRO,1961,NA,NA,34793
Faeroe Islands,FRO,1962,NA,NA,35210
Faeroe Islands,FRO,1963,NA,NA,35597
Faeroe Islands,FRO,1964,NA,NA,35985
Faeroe Islands,FRO,1965,NA,NA,36391
Faeroe Islands,FRO,1966,NA,NA,36820
Faeroe Islands,FRO,1967,NA,NA,37262
Faeroe Islands,FRO,1968,NA,NA,37707
Faeroe Islands,FRO,1969,NA,NA,38139
Faeroe Islands,FRO,1970,NA,NA,38547
Faeroe Islands,FRO,1971,NA,NA,38928
Faeroe Islands,FRO,1972,NA,NA,39288
Faeroe Islands,FRO,1973,NA,NA,39641
Faeroe Islands,FRO,1974,NA,NA,40008
Faeroe Islands,FRO,1975,NA,NA,40403
Faeroe Islands,FRO,1976,NA,NA,40829
Faeroe Islands,FRO,1977,NA,NA,41281
Faeroe Islands,FRO,1978,NA,NA,41757
Faeroe Islands,FRO,1979,NA,NA,42258
Faeroe Islands,FRO,1980,NA,NA,42779
Faeroe Islands,FRO,1981,NA,NA,43305
Faeroe Islands,FRO,1982,NA,NA,43831
Faeroe Islands,FRO,1983,NA,NA,44364
Faeroe Islands,FRO,1984,NA,NA,44920
Faeroe Islands,FRO,1985,NA,NA,45497
Faeroe Islands,FRO,1986,NA,NA,46133
Faeroe Islands,FRO,1987,NA,NA,46802
Faeroe Islands,FRO,1988,NA,NA,47370
Faeroe Islands,FRO,1989,NA,NA,47659
Faeroe Islands,FRO,1990,NA,NA,47558
Faeroe Islands,FRO,1991,NA,NA,46995
Faeroe Islands,FRO,1992,NA,NA,46050
Faeroe Islands,FRO,1993,NA,NA,44953
Faeroe Islands,FRO,1994,NA,NA,44022
Faeroe Islands,FRO,1995,NA,NA,43483
Faeroe Islands,FRO,1996,NA,NA,43416
Faeroe Islands,FRO,1997,NA,NA,43746
Faeroe Islands,FRO,1998,NA,NA,44358
Faeroe Islands,FRO,1999,NA,NA,45070
Faeroe Islands,FRO,2000,NA,NA,45743
Faeroe Islands,FRO,2001,NA,NA,46358
Faeroe Islands,FRO,2002,NA,NA,46944
Faeroe Islands,FRO,2003,NA,NA,47472
Faeroe Islands,FRO,2004,NA,NA,47915
Faeroe Islands,FRO,2005,NA,NA,48258
Faeroe Islands,FRO,2006,NA,NA,48475
Faeroe Islands,FRO,2007,NA,NA,48572
Faeroe Islands,FRO,2008,NA,NA,48597
Faeroe Islands,FRO,2009,NA,NA,48625
Faeroe Islands,FRO,2010,93,50554,48708
Faeroe Islands,FRO,2011,NA,NA,48863
Faeroe Islands,FRO,2012,NA,NA,49075
Faeroe Islands,FRO,2013,NA,NA,49326
Falkland Islands,FLK,2010,5,2602,NA
Fiji,FJI,1700,NA,NA,118803
Fiji,FJI,1800,NA,NA,130533
Fiji,FJI,1843,NA,NA,140000
Fiji,FJI,1850,NA,NA,137000
Fiji,FJI,1881,NA,NA,127000
Fiji,FJI,1891,NA,NA,121000
Fiji,FJI,1900,NA,NA,120000
Fiji,FJI,1901,NA,NA,120000
Fiji,FJI,1911,NA,NA,140000
Fiji,FJI,1921,NA,NA,157000
Fiji,FJI,1936,NA,NA,198000
Fiji,FJI,1946,NA,NA,260000
Fiji,FJI,1950,NA,NA,288993
Fiji,FJI,1951,NA,NA,296204
Fiji,FJI,1952,NA,NA,304808
Fiji,FJI,1953,NA,NA,314345
Fiji,FJI,1954,NA,NA,324471
Fiji,FJI,1955,NA,NA,334964
Fiji,FJI,1956,NA,NA,345732
Fiji,FJI,1957,NA,NA,356801
Fiji,FJI,1958,NA,NA,368303
Fiji,FJI,1959,NA,NA,380434
Fiji,FJI,1960,NA,NA,393366
Fiji,FJI,1961,NA,NA,407137
Fiji,FJI,1962,NA,NA,421563
Fiji,FJI,1963,NA,NA,436199
Fiji,FJI,1964,NA,NA,450447
Fiji,FJI,1965,NA,NA,463885
Fiji,FJI,1966,NA,NA,476334
Fiji,FJI,1967,NA,NA,487922
Fiji,FJI,1968,NA,NA,498903
Fiji,FJI,1969,NA,NA,509680
Fiji,FJI,1970,NA,NA,520555
Fiji,FJI,1971,NA,NA,531631
Fiji,FJI,1972,NA,NA,542846
Fiji,FJI,1973,NA,NA,554147
Fiji,FJI,1974,NA,NA,565426
Fiji,FJI,1975,NA,NA,576634
Fiji,FJI,1976,NA,NA,587565
Fiji,FJI,1977,NA,NA,598298
Fiji,FJI,1978,NA,NA,609387
Fiji,FJI,1979,NA,NA,621579
Fiji,FJI,1980,NA,NA,635297
Fiji,FJI,1981,NA,NA,651006
Fiji,FJI,1982,NA,NA,668259
Fiji,FJI,1983,NA,NA,685461
Fiji,FJI,1984,NA,NA,700434
Fiji,FJI,1985,NA,NA,711703
Fiji,FJI,1986,NA,NA,718535
Fiji,FJI,1987,NA,NA,721637
Fiji,FJI,1988,NA,NA,722753
Fiji,FJI,1989,NA,NA,724404
Fiji,FJI,1990,NA,NA,728390
Fiji,FJI,1991,NA,NA,735262
Fiji,FJI,1992,NA,NA,744396
Fiji,FJI,1993,NA,NA,754981
Fiji,FJI,1994,NA,NA,765725
Fiji,FJI,1995,NA,NA,775651
Fiji,FJI,1996,NA,NA,784713
Fiji,FJI,1997,NA,NA,793165
Fiji,FJI,1998,NA,NA,800685
Fiji,FJI,1999,NA,NA,806927
Fiji,FJI,2000,NA,NA,811718
Fiji,FJI,2001,NA,NA,814780
Fiji,FJI,2002,NA,NA,816336
Fiji,FJI,2003,NA,NA,817339
Fiji,FJI,2004,NA,NA,819102
Fiji,FJI,2005,NA,NA,822553
Fiji,FJI,2006,NA,NA,828046
Fiji,FJI,2007,NA,NA,835267
Fiji,FJI,2008,NA,NA,843651
Fiji,FJI,2009,NA,NA,852323
Fiji,FJI,2010,49257,896145,860623
Fiji,FJI,2011,NA,NA,868406
Fiji,FJI,2012,NA,NA,875822
Fiji,FJI,2013,NA,NA,882863
Finland,FIN,1700,NA,NA,400000
Finland,FIN,1800,NA,NA,977662
Finland,FIN,1820,NA,NA,1169000
